income_declared,work_expense_claim,travel_expense_claim,education_expense,other_deductions,total_deductions,deduction_income_ratio,prior_year_income_delta,prior_year_deduction_delta,refund_requested,filing_method,industry_code,num_dependents,fraud_label
74700,14260,2900,1570,510,19240,0.2576,0.0727,-0.2585,5060,tax_agent,manufacturing,0,0
115600,15330,4470,2640,5740,28180,0.2438,0.1257,-0.0417,11690,tax_agent,real_estate,2,0
84600,9500,3200,4650,2710,20060,0.2371,0.0419,-0.0886,3950,tax_agent,retail,2,0
170400,29940,5600,4540,4960,45040,0.2643,0.0319,-0.0067,11750,tax_agent,education,2,0
39300,3330,450,2010,130,5920,0.1506,0.0978,0.3121,1060,tax_agent,retail,0,0
58300,15220,7570,2850,1850,27490,0.4715,-0.0219,0.0062,9340,self,transport,0,0
25000,2430,220,120,110,2880,0.1152,-0.0862,0.104,350,tax_agent,retail,1,0
61200,15870,3710,460,150,20190,0.3299,0.0643,0.1584,7640,tax_agent,construction,0,0
37500,5120,1500,1710,990,9320,0.2485,0.0809,0.117,1110,self,retail,0,0
33600,4960,1330,800,80,7170,0.2134,-0.1221,0.215,980,tax_agent,education,3,0
30600,3290,570,1610,380,5850,0.1912,0.1081,-0.1175,1100,tax_agent,retail,0,0
55500,8450,1160,1340,190,11140,0.2007,0.1252,-0.074,3540,tax_agent,healthcare,1,0
82800,10940,2830,2670,1900,18340,0.2215,-0.011,0.0081,5100,tax_agent,IT,2,0
93700,37790,10150,9190,900,58030,0.6193,0.1066,0.8142,20940,tax_agent,finance,4,1
124900,13520,3360,5850,2690,25420,0.2035,0.099,0.2276,12040,self,education,0,0
121000,23930,4680,250,3470,32330,0.2672,0.0005,-0.032,9720,self,IT,0,0
38700,4820,870,2080,1830,9600,0.2481,0.1288,-0.0416,1730,tax_agent,finance,1,0
47900,4860,80,300,1820,7060,0.1474,0.2751,0.055,2100,self,hospitality,0,0
80100,16980,2850,710,2900,23440,0.2926,-0.0868,0.1619,9240,tax_agent,manufacturing,3,0
45776,7050,700,2500,710,10960,0.2394,0.054,-0.0324,3120,self,healthcare,1,1
153800,21270,14270,7880,2070,45490,0.2958,-0.0857,0.0823,16560,tax_agent,real_estate,0,0
61500,12050,2230,160,2080,16520,0.2686,0.1391,0.1602,4360,self,transport,0,0
109800,38680,11200,4020,1670,55570,0.5061,0.0198,0.0522,19310,tax_agent,transport,2,0
66600,7820,330,1660,190,10000,0.1502,-0.0853,0.0259,4980,tax_agent,retail,1,0
87700,6000,450,620,2890,9960,0.1136,-0.0125,0.1003,5950,tax_agent,retail,0,0
89100,23320,10440,1530,3950,39240,0.4404,-0.0509,-0.0811,14920,tax_agent,construction,2,0
71100,15170,990,1010,3530,20700,0.2911,0.0795,-0.1533,8610,tax_agent,manufacturing,0,0
42100,8960,270,1350,120,10700,0.2542,-0.1679,0.1978,2340,tax_agent,IT,0,0
83800,6470,780,710,470,8430,0.1006,0.0809,-0.0999,2830,tax_agent,retail,3,0
102600,7660,920,800,4250,13630,0.1328,-0.0892,0.0083,3050,tax_agent,finance,1,0
76400,16050,4910,2810,2540,26310,0.3444,0.1996,0.113,9090,self,construction,0,0
18000,2690,690,750,740,4870,0.2706,-0.1373,-0.0357,850,self,healthcare,1,0
65300,9810,18590,2140,700,31240,0.4784,0.1223,-0.1372,9860,tax_agent,IT,1,1
104600,10380,1560,380,4750,17070,0.1632,0.1128,0.0485,3880,self,finance,4,0
42000,4300,560,1570,780,7210,0.1717,-0.0605,0.028,1750,tax_agent,hospitality,1,0
129400,60080,3590,5560,1300,70530,0.5451,-0.1018,0.9081,28860,self,IT,2,1
51400,13790,780,490,1880,16940,0.3296,0.1832,0.1171,4550,tax_agent,IT,1,0
60400,6480,2000,3270,2980,14730,0.2439,0.1004,0.1957,4710,tax_agent,hospitality,0,0
80600,13620,6130,2950,400,23100,0.2866,-0.0123,0.1956,9920,self,construction,0,0
43400,12870,2540,1560,1070,18040,0.4157,0.1323,-0.092,2930,tax_agent,transport,0,0
118900,41470,16470,6660,1110,65710,0.5526,0.1343,-0.0567,18210,self,transport,3,0
144300,25190,3250,7840,2480,38760,0.2686,-0.1086,0.1128,17830,tax_agent,education,0,0
39300,5950,1030,1850,1040,9870,0.2511,0.1704,-0.001,2480,tax_agent,healthcare,2,0
65000,9880,2600,440,2380,15300,0.2354,0.2408,0.0866,5720,self,healthcare,2,0
204000,30940,4560,460,1380,37340,0.183,0.0549,0.1594,20860,tax_agent,healthcare,1,0
131800,13470,2330,2280,4380,22460,0.1704,0.0258,0.0334,9750,tax_agent,finance,1,0
29600,5680,500,470,160,6810,0.2301,0.0648,0.0088,1840,tax_agent,healthcare,0,0
136800,30230,4520,2580,5540,42870,0.3134,-0.0916,-0.0089,20260,self,IT,3,0
18000,3020,30,400,810,4260,0.2367,0.1208,-0.0021,1100,self,healthcare,1,0
101000,28780,4980,250,780,34790,0.3445,0.0949,-0.0594,10280,self,construction,0,0
44900,5700,140,520,490,6850,0.1526,0.1088,0.2755,1560,self,retail,2,0
92700,16600,900,150,1070,18720,0.2019,0.2054,0.0408,4950,self,healthcare,2,0
82500,16420,360,1240,410,18430,0.2234,0.1332,0.0744,7880,tax_agent,manufacturing,0,0
77500,8950,50,2660,2980,14640,0.1889,0.075,-0.007,7240,self,retail,3,0
99400,23800,3700,480,1520,29500,0.2968,0.0712,0.1474,9780,tax_agent,education,0,0
54800,5500,1070,1350,50,7970,0.1454,0.022,0.0606,1060,tax_agent,healthcare,1,0
51800,6200,380,2480,2250,11310,0.2183,0.0302,-0.0686,4520,tax_agent,retail,0,0
120100,19880,130,5330,2470,27810,0.2316,0.1796,0.0852,12570,tax_agent,IT,1,0
36734,2740,570,750,10,4070,0.1108,0.0215,0.2015,1470,tax_agent,hospitality,2,1
52600,5200,410,80,1370,7060,0.1342,0.1122,-0.0585,3230,tax_agent,retail,0,0
65300,12410,1870,2410,1170,17860,0.2735,0.049,0.1065,7840,self,IT,0,0
62200,4600,640,2660,1080,8980,0.1444,0.0293,0.0928,4500,tax_agent,finance,2,0
59500,4640,1470,280,2410,8800,0.1479,-0.1869,0.0707,3900,tax_agent,hospitality,0,0
91900,17540,2610,4530,4060,28740,0.3127,0.0555,0.0388,8410,self,IT,0,0
44600,5450,1440,530,840,8260,0.1852,0.06,0.1222,1230,self,education,0,0
166200,43010,21240,3820,4410,72480,0.4361,-0.0675,-0.2054,30390,tax_agent,transport,1,0
81400,4460,3240,4280,730,12710,0.1561,-0.0529,0.0961,2230,tax_agent,hospitality,0,0
26200,2230,780,170,440,3620,0.1382,0.0779,0.1183,980,tax_agent,finance,0,0
83800,12090,1880,3460,3880,21310,0.2543,0.1015,-0.1556,4740,self,manufacturing,1,0
43200,9030,5460,2540,520,17550,0.4062,0.1544,0.0754,3750,self,real_estate,0,0
70900,12340,510,1270,1380,15500,0.2186,-0.085,0.0543,5870,tax_agent,healthcare,0,0
66200,4980,1190,2960,2320,11450,0.173,-0.0606,-0.1826,5350,tax_agent,hospitality,0,0
104500,19120,2780,5630,200,27730,0.2654,0.1175,0.076,9950,tax_agent,IT,1,0
103900,15620,3120,3880,3160,25780,0.2481,0.0486,0.0401,11450,tax_agent,finance,0,0
81300,10080,1120,1210,2220,14630,0.18,0.0253,0.23,4550,tax_agent,finance,1,0
205800,11550,2870,2350,490,17260,0.0839,-0.0114,0.1456,6630,tax_agent,hospitality,1,0
48300,19420,3870,3870,1580,28740,0.595,-0.0758,0.6755,9900,self,IT,0,1
152600,25040,5480,5930,6470,42920,0.2813,0.1386,0.0404,12960,self,finance,1,0
154900,52790,13180,3160,7020,76150,0.4916,0.2087,-0.0302,25610,tax_agent,construction,0,0
86700,9550,2580,290,890,13310,0.1535,0.0486,0.1556,2640,self,finance,0,0
92700,21210,7140,4490,670,33510,0.3615,0.1062,0.0783,9570,self,real_estate,1,0
121500,26000,9960,4900,4630,45490,0.3744,0.253,0.0467,18630,self,transport,1,0
60500,12540,7550,680,960,21730,0.3592,-0.0097,0.0568,7030,self,construction,2,0
54500,12960,6310,850,2350,22470,0.4123,0.0661,0.0013,9010,tax_agent,real_estate,0,0
56100,4340,2240,90,2760,9430,0.1681,-0.0073,0.0086,1990,tax_agent,hospitality,0,0
84600,7660,2050,1440,2870,14020,0.1657,0.1218,-0.1164,5580,self,finance,1,0
55600,11010,6470,1970,1250,20700,0.3723,0.0736,0.0236,6160,self,construction,0,0
48400,8250,120,490,300,9160,0.1893,-0.1021,-0.1673,3180,self,IT,1,0
40700,8400,5440,1440,1800,17080,0.4197,0.1023,0.1018,3650,self,construction,0,0
41900,4130,730,700,1150,6710,0.1601,-0.0838,0.09,1760,self,retail,1,0
50600,10040,500,1130,1810,13480,0.2664,-0.0365,0.0618,3590,tax_agent,IT,0,0
51300,7560,3650,1390,410,13010,0.2536,-0.0054,0.0326,5880,tax_agent,real_estate,1,0
76400,7570,240,3750,3670,15230,0.1993,0.1383,-0.0674,4460,self,retail,0,0
47000,10820,3760,2020,1320,17920,0.3813,0.0107,-0.115,5320,tax_agent,real_estate,1,0
94400,26160,6100,380,4460,37100,0.393,-0.1508,0.1345,11230,self,real_estate,2,0
212500,59930,16310,2520,6500,85260,0.4012,0.227,0.2522,47540,self,construction,1,0
143200,24560,3200,5690,5550,39000,0.2723,0.0792,-0.0207,17630,self,education,0,0
40200,14890,1500,1030,660,18080,0.4498,0.0862,0.1269,3080,self,transport,1,0
61100,16990,6410,1220,2440,27060,0.4429,0.1226,0.1183,8450,tax_agent,transport,1,0
35800,2750,400,1880,750,5780,0.1615,-0.0809,-0.1503,1670,tax_agent,retail,2,0
80200,9770,1800,4700,580,16850,0.2101,0.146,0.2772,6750,self,IT,1,0
82700,10100,1500,2540,1980,16120,0.1949,0.1203,0.1275,5810,self,IT,1,0
79200,25930,5660,4610,2700,38900,0.4912,0.0405,0.3238,14770,tax_agent,transport,4,0
40400,12180,3370,930,350,16830,0.4166,-0.0361,-0.059,3110,tax_agent,transport,0,0
50400,10360,3460,2030,960,16810,0.3335,0.0376,-0.1237,4100,tax_agent,construction,0,0
121800,23210,3820,4780,5580,37390,0.307,0.0578,0.0178,16900,tax_agent,healthcare,2,0
89600,14430,1830,4440,2990,23690,0.2644,-0.0707,0.0738,7880,tax_agent,healthcare,3,0
44700,8230,1320,490,1650,11690,0.2615,-0.1049,-0.0882,2680,tax_agent,manufacturing,0,0
35500,8710,2160,2070,110,13050,0.3676,0.1623,-0.151,2890,tax_agent,real_estate,2,0
69200,3530,1240,3810,1540,10120,0.1462,-0.1489,0.2973,4130,tax_agent,hospitality,0,0
67300,8950,2180,2990,1680,15800,0.2348,-0.0807,-0.0446,3410,tax_agent,healthcare,0,0
35500,9220,770,590,1270,11850,0.3338,-0.0339,-0.0537,2130,self,IT,4,0
60800,8260,1290,480,2730,12760,0.2099,-0.1223,-0.0625,5530,tax_agent,healthcare,0,0
55200,7400,1980,3160,1770,14310,0.2592,0.0216,0.1132,4430,self,retail,2,0
52100,6920,640,1590,250,9400,0.1804,0.0113,0.1169,3410,self,education,1,0
56900,25180,7020,6000,160,38360,0.6742,-0.1588,0.719,11460,tax_agent,hospitality,0,1
83700,13980,1880,1450,2940,20250,0.2419,0.0524,0.1938,5600,self,healthcare,0,0
75600,15140,690,3230,1470,20530,0.2716,-0.0635,0.2377,8640,tax_agent,IT,1,0
143600,53700,2840,20160,3330,80030,0.5573,0.0863,-0.0073,32750,self,manufacturing,3,1
80300,24330,10440,4650,2110,41530,0.5172,0.1348,0.1193,15720,tax_agent,transport,0,0
112100,24120,8260,1760,2120,36260,0.3235,0.1285,-0.0219,12910,self,construction,2,0
34800,9290,2880,1950,1040,15160,0.4356,-0.0243,0.0932,2770,self,real_estate,0,0
78300,9410,3030,2690,570,15700,0.2005,-0.0871,0.1237,2900,tax_agent,IT,2,0
58700,4630,1540,1250,1810,9230,0.1572,-0.078,-0.0582,4370,self,finance,1,0
107200,23210,1120,1420,3530,29280,0.2731,-0.1123,-0.0764,6200,self,IT,0,0
82800,25080,9280,4960,2510,41830,0.5052,-0.0021,-0.0895,11390,tax_agent,real_estate,0,0
171200,13540,2730,2070,5840,24180,0.1412,0.0506,-0.1398,13200,tax_agent,finance,0,0
43100,4630,440,2360,460,7890,0.1831,0.2613,0.3688,1190,self,finance,3,0
48700,6650,1070,1180,620,9520,0.1955,0.2813,-0.1703,2890,tax_agent,finance,0,0
86900,23610,8090,2190,2020,35910,0.4132,0.1652,0.0192,9510,tax_agent,construction,0,0
67000,7190,2030,1090,400,10710,0.1599,-0.2015,0.047,2330,tax_agent,hospitality,3,0
42900,4180,960,1520,1390,8050,0.1876,0.0846,-0.0678,2240,tax_agent,healthcare,0,0
88400,5740,20,310,1970,8040,0.091,0.1695,0.017,0,tax_agent,retail,1,0
54800,4830,530,1180,2290,8830,0.1611,0.1388,0.2733,1960,tax_agent,retail,0,0
92200,22940,660,1870,4230,29700,0.3221,0.0007,-0.0408,11880,tax_agent,education,0,0
28300,3630,830,130,1300,5890,0.2081,0.1793,0.0501,670,tax_agent,retail,0,0
61300,16040,2400,120,160,18720,0.3054,0.0825,0.2898,4570,self,IT,1,0
78500,9040,1200,1270,1300,12810,0.1632,-0.1535,-0.2619,4780,tax_agent,retail,2,0
79000,14610,2510,700,1880,19700,0.2494,-0.0446,-0.2703,6730,tax_agent,healthcare,1,0
105800,22290,13690,5340,1900,43220,0.4085,0.1896,-0.001,11760,tax_agent,real_estate,0,0
62900,15180,1560,310,3000,20050,0.3188,0.0693,0.1735,5010,self,manufacturing,2,0
92100,15440,2740,4350,1180,23710,0.2574,0.1877,0.0511,5000,tax_agent,finance,0,0
69300,7270,2080,1130,1260,11740,0.1694,-0.0169,0.0015,3210,self,retail,0,0
107800,30160,10970,6370,3680,51180,0.4748,-0.1086,0.0063,15340,tax_agent,construction,2,0
30900,6160,4030,130,1000,11320,0.3663,0.1377,-0.0877,2460,tax_agent,construction,3,0
18000,2490,460,1040,470,4460,0.2478,0.0663,0.0166,1150,tax_agent,retail,3,0
143500,34180,2360,6130,3910,46580,0.3246,0.0081,0.0071,12560,tax_agent,manufacturing,0,0
52700,19460,2450,1420,1590,24920,0.4729,-0.1125,0.0336,7610,tax_agent,transport,1,0
28200,2930,300,400,540,4170,0.1479,0.1324,0.2557,550,tax_agent,retail,1,0
65900,27750,2520,600,1960,32830,0.4982,0.0919,0.8618,9980,self,manufacturing,0,1
54100,4440,1450,1150,2020,9060,0.1675,-0.0138,-0.2224,2250,self,retail,0,0
88200,12560,640,3500,1810,18510,0.2099,-0.0196,0.2993,4270,self,education,4,0
94400,34550,170,19680,2230,56630,0.5999,0.0572,-0.0136,17930,tax_agent,retail,0,1
57200,10330,910,1290,2300,14830,0.2593,0.1222,-0.1793,2960,tax_agent,healthcare,1,0
120000,22420,9620,1620,4330,37990,0.3166,0.1117,0.0201,11050,tax_agent,real_estate,3,0
37000,3580,860,920,1390,6750,0.1824,0.0263,0.238,1270,tax_agent,retail,2,0
19800,3230,660,940,720,5550,0.2803,-0.0237,-0.0737,1110,tax_agent,IT,2,0
78100,8970,1000,3150,1960,15080,0.1931,0.0798,-0.033,6610,self,retail,0,0
62500,11840,5220,1400,2630,21090,0.3374,-0.0729,-0.0849,5270,tax_agent,real_estate,0,0
25400,6920,300,1370,570,9160,0.3606,-0.0339,0.1883,2070,self,IT,2,0
100700,8050,30180,4770,2010,45010,0.447,-0.0909,0.1689,13240,tax_agent,finance,3,1
28300,2710,30,810,40,3590,0.1269,-0.0309,0.1057,380,tax_agent,healthcare,1,0
67700,9530,6410,950,2520,19410,0.2867,0.0678,0.0069,4860,tax_agent,real_estate,0,0
109800,17860,2380,4510,2700,27450,0.25,-0.1628,-0.0618,7890,tax_agent,finance,0,0
82900,10980,2660,1180,2580,17400,0.2099,0.0984,-0.0101,6030,self,education,1,0
80400,19020,5690,4700,2850,32260,0.4012,0.0207,0.154,9250,tax_agent,real_estate,1,0
55500,13000,6130,2850,1510,23490,0.4232,0.1549,-0.1499,9020,tax_agent,construction,0,0
79000,5050,2550,2320,3610,13530,0.1713,0.0511,0.1049,6650,tax_agent,retail,0,0
95200,9880,1140,3950,70,15040,0.158,0.0869,-0.0065,4230,tax_agent,finance,4,0
50500,3340,1460,1190,2130,8120,0.1608,0.0886,0.0632,1800,tax_agent,retail,2,0
38700,4660,370,2060,330,7420,0.1917,-0.1033,-0.0682,1120,tax_agent,finance,1,0
111100,25580,4400,2670,4790,37440,0.337,-0.0349,-0.0218,10590,self,education,1,0
199400,40170,6100,6290,1300,53860,0.2701,-0.0511,0.3423,32470,self,healthcare,0,0
163800,48360,8600,1030,1020,59010,0.3603,-0.0188,-0.0101,26660,tax_agent,construction,4,0
18000,1920,170,210,270,2570,0.1428,0.1861,0.2105,340,tax_agent,healthcare,1,0
143300,25090,4980,2990,210,33270,0.2322,0.1185,0.0499,15530,tax_agent,manufacturing,1,0
50800,6170,1540,630,390,8730,0.1719,0.1367,-0.1782,2280,self,IT,0,0
193800,16350,250,10320,5790,32710,0.1688,0.1797,-0.0861,17320,tax_agent,finance,1,0
40700,3450,290,2410,30,6180,0.1518,0.0037,-0.0598,1120,self,retail,4,0
38700,11120,2670,1850,950,16590,0.4287,0.0594,-0.0666,3680,tax_agent,transport,1,0
70000,6610,1380,170,260,8420,0.1203,0.1222,-0.1937,3830,tax_agent,healthcare,4,0
57700,8340,1370,2690,560,12960,0.2246,-0.0173,-0.1865,3570,self,education,2,0
59300,14610,1950,2520,2390,21470,0.3621,0.1112,0.0954,8160,tax_agent,IT,4,0
121000,12580,4190,4820,1530,23120,0.1911,-0.0524,0.0143,10020,self,finance,0,0
142100,8780,40540,5670,4470,59460,0.4184,0.1871,0.0427,19920,self,hospitality,1,1
42800,9350,5300,840,1850,17340,0.4051,0.0022,-0.0785,2720,tax_agent,real_estate,2,0
177500,18150,33270,1490,180,53090,0.2991,0.0142,-0.0791,25080,self,hospitality,0,1
36600,6020,1200,230,1050,8500,0.2322,0.1529,0.0428,2220,self,healthcare,1,0
51600,10220,1880,2760,1820,16680,0.3233,-0.1107,-0.1234,6730,tax_agent,construction,0,0
290100,46800,10150,14060,13500,84510,0.2913,0.1285,0.1213,37980,tax_agent,healthcare,1,0
88200,8660,3000,4050,1100,16810,0.1906,-0.0787,0.0404,8010,tax_agent,hospitality,1,0
50200,11750,2050,2240,1710,17750,0.3536,0.1577,-0.0337,6480,tax_agent,real_estate,0,0
83200,20690,7720,4790,2340,35540,0.4272,0.1629,-0.0563,10100,tax_agent,real_estate,1,0
106100,18070,1270,1880,2490,23710,0.2235,0.0827,-0.0935,10620,tax_agent,education,0,0
86700,4890,3250,3580,3090,14810,0.1708,-0.0403,-0.0239,5070,tax_agent,hospitality,1,0
145600,18460,2330,470,5920,27180,0.1867,0.0535,0.0177,8780,self,finance,1,0
44700,3890,730,2490,1500,8610,0.1926,-0.0946,0.0403,1420,tax_agent,hospitality,0,0
50300,5650,990,2200,300,9140,0.1817,0.0532,0.2799,1720,self,finance,0,0
44100,6260,90,1210,210,7770,0.1762,0.1073,0.2123,1960,self,healthcare,0,0
45600,12150,3900,860,550,17460,0.3829,0.1618,-0.2387,5640,tax_agent,construction,2,0
73700,9060,640,3590,2560,15850,0.2151,0.0674,-0.0111,5360,tax_agent,manufacturing,2,0
40100,3140,700,380,1790,6010,0.1499,-0.0291,0.1269,1300,tax_agent,retail,1,0
84500,8300,1020,1820,2300,13440,0.1591,-0.0313,0.0306,3350,self,retail,1,0
102000,6530,1890,1240,570,10230,0.1003,-0.1901,0.0105,6380,tax_agent,retail,2,0
36800,4620,1020,940,1720,8300,0.2255,0.1078,0.1017,1070,tax_agent,retail,1,0
50900,13510,1720,1520,1810,18560,0.3646,0.0723,-0.1735,7280,tax_agent,manufacturing,0,0
54400,14310,4760,650,270,19990,0.3675,0.1538,-0.0104,6720,tax_agent,construction,2,0
63800,10600,2540,1400,2600,17140,0.2687,-0.1226,0.0147,6490,tax_agent,healthcare,0,0
65800,5750,360,2050,2470,10630,0.1616,0.1688,0.144,3800,tax_agent,hospitality,0,0
118500,16430,1460,80,3570,21540,0.1818,0.0277,-0.0189,7500,self,finance,2,0
123400,20600,1650,4240,5320,31810,0.2578,0.0261,0.0515,10230,tax_agent,healthcare,3,0
46200,9310,2570,1910,2130,15920,0.3446,-0.05,0.087,5840,tax_agent,construction,0,0
105300,15920,2640,5330,1790,25680,0.2439,-0.1425,0.0522,6470,self,education,0,0
153400,23760,760,7310,4050,35880,0.2339,-0.0945,0.032,12080,tax_agent,education,2,0
140000,39480,15560,2480,3160,60680,0.4334,0.0994,0.1775,25340,self,construction,1,0
80600,10920,1760,960,580,14220,0.1764,0.2458,0.0938,7020,self,healthcare,1,0
69900,15790,2210,370,1710,20080,0.2873,-0.0749,-0.0204,7470,tax_agent,transport,0,0
33300,2670,250,1000,820,4740,0.1423,0.1077,0.0669,690,self,hospitality,0,0
57400,9100,2030,660,400,12190,0.2124,-0.1785,-0.0082,5530,tax_agent,real_estate,0,0
31700,3000,640,690,30,4360,0.1375,0.0622,0.1668,930,tax_agent,retail,0,0
134800,14530,3000,5580,3570,26680,0.1979,0.0529,0.0289,5480,self,retail,2,0
62300,13680,710,3380,540,18310,0.2939,-0.0532,0.1578,4220,tax_agent,manufacturing,0,0
68700,16520,3220,3280,1870,24890,0.3623,-0.1257,0.0957,5970,tax_agent,transport,0,0
51300,8000,970,720,1710,11400,0.2222,-0.1895,0.2045,2370,self,finance,4,0
33100,8290,630,1940,330,11190,0.3381,0.0216,0.058,2750,tax_agent,education,1,0
106500,14600,450,4030,1850,20930,0.1965,0.0638,0.0287,5860,tax_agent,retail,1,0
94900,7750,1370,980,3390,13490,0.1421,0.0799,-0.0231,3850,tax_agent,finance,4,0
120300,14230,540,300,4970,20040,0.1666,0.0835,0.1498,10400,tax_agent,finance,0,0
27500,5800,2650,500,660,9610,0.3495,-0.0468,-0.0029,1400,tax_agent,construction,0,0
148700,38420,5620,6880,2600,53520,0.3599,0.1366,-0.1624,17910,self,manufacturing,0,0
67200,16940,370,2370,1230,20910,0.3112,0.0899,-0.1828,6110,self,IT,0,0
110400,16420,30340,3840,4190,54790,0.4963,0.0527,-0.1715,19330,tax_agent,IT,0,1
18000,3740,510,800,10,5060,0.2811,-0.0572,0.0234,1070,tax_agent,healthcare,2,0
90200,25120,10790,2920,870,39700,0.4401,0.0792,0.1025,15820,tax_agent,transport,2,0
69100,19260,6130,1940,10,27340,0.3957,-0.0494,-0.0422,10800,tax_agent,transport,2,0
63800,20220,7300,960,1510,29990,0.4701,0.0195,-0.0054,8880,self,construction,2,0
68200,11300,370,340,260,12270,0.1799,0.0246,0.0245,5150,self,IT,0,0
51900,13760,1550,490,1550,17350,0.3343,0.1256,-0.2256,6460,tax_agent,IT,0,0
33100,2880,310,1340,1190,5720,0.1728,0.0371,0.0178,800,tax_agent,hospitality,1,0
35900,3990,820,1500,1480,7790,0.217,0.2226,0.001,1940,tax_agent,healthcare,0,0
73100,14500,4850,2610,1230,23190,0.3172,0.0918,-0.0238,8590,self,real_estate,0,0
148100,11240,5170,4940,570,21920,0.148,-0.0539,0.0883,11660,self,finance,2,0
132300,20830,12570,2900,5780,42080,0.3181,0.1375,0.086,15840,tax_agent,construction,0,0
81700,10010,2630,1700,3980,18320,0.2242,-0.0088,0.1671,5300,tax_agent,healthcare,0,0
55000,10420,480,2020,1610,14530,0.2642,0.1501,-0.1579,5090,tax_agent,healthcare,1,0
223900,35200,290,6760,1850,44100,0.197,0.0124,0.0511,10440,tax_agent,education,2,0
104700,12170,1300,3490,1310,18270,0.1745,0.0513,-0.1779,5560,tax_agent,finance,3,0
99900,22860,6340,2090,3700,34990,0.3503,0.1,0.1991,9090,self,transport,4,0
34600,5800,100,50,1500,7450,0.2153,-0.1993,-0.0966,1440,tax_agent,healthcare,0,0
82900,12310,3310,3480,1080,20180,0.2434,0.0417,0.0752,9170,self,manufacturing,2,0
36400,7560,220,110,570,8460,0.2324,-0.1031,-0.1127,1070,self,healthcare,0,0
226200,38070,35710,1440,7910,83130,0.3675,0.2742,0.0455,32210,tax_agent,IT,0,1
45300,7370,2320,1090,90,10870,0.24,-0.0541,0.1339,2300,self,real_estate,0,0
51600,5070,1570,410,1560,8610,0.1669,0.076,-0.0995,4330,tax_agent,hospitality,2,0
50400,7310,1780,1520,620,11230,0.2228,0.198,-0.0182,4390,tax_agent,IT,1,0
58700,13490,2690,3080,2120,21380,0.3642,0.2015,0.0888,7590,self,transport,1,0
104100,21660,2750,3460,4630,32500,0.3122,0.125,0.0573,7790,tax_agent,healthcare,0,0
72100,12540,8720,1410,2650,25320,0.3512,0.1058,0.1414,10480,tax_agent,construction,2,0
73700,5930,2890,2380,3100,14300,0.194,0.0657,-0.0505,5500,tax_agent,retail,0,0
106900,19350,14310,870,470,35000,0.3274,0.0248,-0.1905,12370,tax_agent,construction,0,0
31300,3430,1180,1560,740,6910,0.2208,0.0186,0.1743,890,self,retail,0,0
108700,15450,2260,3380,1070,22160,0.2039,0.1731,0.0545,4030,tax_agent,education,2,0
77500,14560,3510,1070,2900,22040,0.2844,0.0848,-0.0868,8950,self,real_estate,2,0
48900,6870,4670,2110,1640,15290,0.3127,0.1666,-0.0836,4500,tax_agent,real_estate,0,0
77400,4970,1910,1220,2320,10420,0.1346,0.0644,-0.1523,2310,self,hospitality,0,0
76600,19930,3010,1380,1060,25380,0.3313,-0.0866,0.0437,7780,tax_agent,transport,0,0
18000,3350,610,140,570,4670,0.2594,0.0776,-0.0828,910,self,healthcare,0,0
153400,25040,8070,2270,7180,42560,0.2774,0.0964,0.2988,14830,tax_agent,construction,1,0
140000,27180,20,5530,2950,35680,0.2549,0.1027,-0.0337,16160,self,IT,0,0
35100,7920,600,2000,1540,12060,0.3436,0.1818,-0.0678,2170,tax_agent,IT,1,0
47500,5590,790,1190,100,7670,0.1615,0.1608,0.0235,3290,tax_agent,retail,2,0
151600,84920,5040,5240,7420,102620,0.6769,0.1351,0.5818,40680,tax_agent,finance,1,1
